PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32877350","Real-World Implications of a Rapidly Responsive COVID-19 Spread Model with Time-Dependent Parameters via Deep Learning: Model Development and Validation","Jung SY, Jo H, Son H, Hwang HJ.","J Med Internet Res. 2020 Sep 9;22(9):e19907. doi: 10.2196/19907.","Jung SY","J Med Internet Res","2020","2020/09/03","PMC7486001","","10.2196/19907"
"32871294","Toward automated severe pharyngitis detection with smartphone camera using deep learning networks","Yoo TK, Choi JY, Jang Y, Oh E, Ryu IH.","Comput Biol Med. 2020 Oct;125:103980. doi: 10.1016/j.compbiomed.2020.103980. Epub 2020 Aug 20.","Yoo TK","Comput Biol Med","2020","2020/09/02","PMC7440230","","10.1016/j.compbiomed.2020.103980"
"32845849","Adaptive Feature Selection Guided Deep Forest for COVID-19 Classification With Chest CT","Sun L, Mo Z, Yan F, Xia L, Shan F, Ding Z, Song B, Gao W, Shao W, Shi F, Yuan H, Jiang H, Wu D, Wei Y, Gao Y, Sui H, Zhang D, Shen D.","IEEE J Biomed Health Inform. 2020 Oct;24(10):2798-2805. doi: 10.1109/JBHI.2020.3019505. Epub 2020 Aug 26.","Sun L","IEEE J Biomed Health Inform","2020","2020/08/27","","","10.1109/JBHI.2020.3019505"
"32840070","[Research on coronavirus disease 2019 (COVID-19) detection method based on depthwise separable DenseNet in chest X-ray images]","Feng Y, Qiu D, Cao H, Zhang J, Xin Z, Liu J.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2020 Aug 25;37(4):557-565. doi: 10.7507/1001-5515.202005056.","Feng Y","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","2020","2020/08/26","","","10.7507/1001-5515.202005056"
"32832047","Identifying COVID19 from Chest CT Images: A Deep Convolutional Neural Networks Based Approach","Mishra AK, Das SK, Roy P, Bandyopadhyay S.","J Healthc Eng. 2020 Aug 11;2020:8843664. doi: 10.1155/2020/8843664. eCollection 2020.","Mishra AK","J Healthc Eng","2020","2020/08/25","PMC7424536","","10.1155/2020/8843664"
"32816680","Efficient and Effective Training of COVID-19 Classification Networks With Self-Supervised Dual-Track Learning to Rank","Li Y, Wei D, Chen J, Cao S, Zhou H, Zhu Y, Wu J, Lan L, Sun W, Qian T, Ma K, Xu H, Zheng Y.","IEEE J Biomed Health Inform. 2020 Oct;24(10):2787-2797. doi: 10.1109/JBHI.2020.3018181. Epub 2020 Aug 20.","Li Y","IEEE J Biomed Health Inform","2020","2020/08/21","","","10.1109/JBHI.2020.3018181"
"32815519","Determination of disease severity in COVID-19 patients using deep learning in chest X-ray images","Blain M, Kassin MT, Varble N, Wang X, Xu Z, Xu D, Carrafiello G, Vespro V, Stellato E, Ierardi AM, Meglio LD, D Suh R, A Walker S, Xu S, H Sanford T, B Turkbey E, Harmon S, Turkbey B, J Wood B.","Diagn Interv Radiol. 2021 Jan;27(1):20-27. doi: 10.5152/dir.2020.20205.","Blain M","Diagn Interv Radiol","2021","2020/08/21","PMC7837735","","10.5152/dir.2020.20205"
"32804113","Detection of coronavirus disease from X-ray images using deep learning and transfer learning algorithms","Albahli S, Albattah W.","J Xray Sci Technol. 2020;28(5):841-850. doi: 10.3233/XST-200720.","Albahli S","J Xray Sci Technol","2020","2020/08/18","PMC7592683","","10.3233/XST-200720"
"32796848","Artificial intelligence for the detection of COVID-19 pneumonia on chest CT using multinational datasets","Harmon SA, Sanford TH, Xu S, Turkbey EB, Roth H, Xu Z, Yang D, Myronenko A, Anderson V, Amalou A, Blain M, Kassin M, Long D, Varble N, Walker SM, Bagci U, Ierardi AM, Stellato E, Plensich GG, Franceschelli G, Girlando C, Irmici G, Labella D, Hammoud D, Malayeri A, Jones E, Summers RM, Choyke PL, Xu D, Flores M, Tamura K, Obinata H, Mori H, Patella F, Cariati M, Carrafiello G, An P, Wood BJ, Turkbey B.","Nat Commun. 2020 Aug 14;11(1):4080. doi: 10.1038/s41467-020-17971-2.","Harmon SA","Nat Commun","2020","2020/08/16","PMC7429815","","10.1038/s41467-020-17971-2"
"32789756","Automated quantification of COVID-19 severity and progression using chest CT images","Pu J, Leader JK, Bandos A, Ke S, Wang J, Shi J, Du P, Guo Y, Wenzel SE, Fuhrman CR, Wilson DO, Sciurba FC, Jin C.","Eur Radiol. 2021 Jan;31(1):436-446. doi: 10.1007/s00330-020-07156-2. Epub 2020 Aug 13.","Pu J","Eur Radiol","2021","2020/08/14","PMC7755837","NIHMS1620374","10.1007/s00330-020-07156-2"
"32788602","Comparing different deep learning architectures for classification of chest radiographs","Bressem KK, Adams LC, Erxleben C, Hamm B, Niehues SM, Vahldiek JL.","Sci Rep. 2020 Aug 12;10(1):13590. doi: 10.1038/s41598-020-70479-z.","Bressem KK","Sci Rep","2020","2020/08/14","PMC7423963","","10.1038/s41598-020-70479-z"
"32787937","Rapid identification of COVID-19 severity in CT scans through classification of deep features","Yu Z, Li X, Sun H, Wang J, Zhao T, Chen H, Ma Y, Zhu S, Xie Z.","Biomed Eng Online. 2020 Aug 12;19(1):63. doi: 10.1186/s12938-020-00807-x.","Yu Z","Biomed Eng Online","2020","2020/08/14","PMC7422684","","10.1186/s12938-020-00807-x"
"32781377","Deep-COVID: Predicting COVID-19 from chest X-ray images using deep transfer learning","Minaee S, Kafieh R, Sonka M, Yazdani S, Jamalipour Soufi G.","Med Image Anal. 2020 Oct;65:101794. doi: 10.1016/j.media.2020.101794. Epub 2020 Jul 21.","Minaee S","Med Image Anal","2020","2020/08/12","PMC7372265","","10.1016/j.media.2020.101794"
"32773400","Identification of COVID-19 samples from chest X-Ray images using deep learning: A comparison of transfer learning approaches","Rahaman MM, Li C, Yao Y, Kulwa F, Rahman MA, Wang Q, Qi S, Kong F, Zhu X, Zhao X.","J Xray Sci Technol. 2020;28(5):821-839. doi: 10.3233/XST-200715.","Rahaman MM","J Xray Sci Technol","2020","2020/08/11","PMC7592691","","10.3233/XST-200715"
"32763892","Dynamics and Development of the COVID-19 Epidemic in the United States: A Compartmental Model Enhanced With Deep Learning Techniques","Deng Q.","J Med Internet Res. 2020 Aug 21;22(8):e21173. doi: 10.2196/21173.","Deng Q","J Med Internet Res","2020","2020/08/09","PMC7451112","","10.2196/21173"
"32752997","Mathematical models and deep learning for predicting the number of individuals reported to be infected with SARS-CoV-2","Fokas AS, Dikaios N, Kastis GA.","J R Soc Interface. 2020 Aug;17(169):20200494. doi: 10.1098/rsif.2020.0494. Epub 2020 Aug 5.","Fokas AS","J R Soc Interface","2020","2020/08/06","PMC7482569","","10.1098/rsif.2020.0494"
"32750973","Introducing the GEV Activation Function for Highly Unbalanced Data to Develop COVID-19 Diagnostic Models","Bridge J, Meng Y, Zhao Y, Du Y, Zhao M, Sun R, Zheng Y.","IEEE J Biomed Health Inform. 2020 Oct;24(10):2776-2786. doi: 10.1109/JBHI.2020.3012383. Epub 2020 Jul 28.","Bridge J","IEEE J Biomed Health Inform","2020","2020/08/06","","","10.1109/JBHI.2020.3012383"
"32750931","Deep Sentiment Classification and Topic Discovery on Novel Coronavirus or COVID-19 Online Discussions: NLP Using LSTM Recurrent Neural Network Approach","Jelodar H, Wang Y, Orji R, Huang S.","IEEE J Biomed Health Inform. 2020 Oct;24(10):2733-2742. doi: 10.1109/JBHI.2020.3001216. Epub 2020 Jun 9.","Jelodar H","IEEE J Biomed Health Inform","2020","2020/08/06","","","10.1109/JBHI.2020.3001216"
"32750006","Big Data, Natural Language Processing, and Deep Learning to Detect and Characterize Illicit COVID-19 Product Sales: Infoveillance Study on Twitter and Instagram","Mackey TK, Li J, Purushothaman V, Nali M, Shah N, Bardier C, Cai M, Liang B.","JMIR Public Health Surveill. 2020 Aug 25;6(3):e20794. doi: 10.2196/20794.","Mackey TK","JMIR Public Health Surveill","2020","2020/08/05","PMC7451110","","10.2196/20794"
"32730215","A Noise-Robust Framework for Automatic Segmentation of COVID-19 Pneumonia Lesions From CT Images","Wang G, Liu X, Li C, Xu Z, Ruan J, Zhu H, Meng T, Li K, Huang N, Zhang S.","IEEE Trans Med Imaging. 2020 Aug;39(8):2653-2663. doi: 10.1109/TMI.2020.3000314.","Wang G","IEEE Trans Med Imaging","2020","2020/07/31","","","10.1109/TMI.2020.3000314"
"32730214","A Rapid, Accurate and Machine-Agnostic Segmentation and Quantification Method for CT-Based COVID-19 Diagnosis","Zhou L, Li Z, Zhou J, Li H, Chen Y, Huang Y, Xie D, Zhao L, Fan M, Hashmi S, Abdelkareem F, Eiada R, Xiao X, Li L, Qiu Z, Gao X.","IEEE Trans Med Imaging. 2020 Aug;39(8):2638-2652. doi: 10.1109/TMI.2020.3001810.","Zhou L","IEEE Trans Med Imaging","2020","2020/07/31","","","10.1109/TMI.2020.3001810"
"32730212","Dual-Sampling Attention Network for Diagnosis of COVID-19 From Community Acquired Pneumonia","Ouyang X, Huo J, Xia L, Shan F, Liu J, Mo Z, Yan F, Ding Z, Yang Q, Song B, Shi F, Yuan H, Wei Y, Cao X, Gao Y, Wu D, Wang Q, Shen D.","IEEE Trans Med Imaging. 2020 Aug;39(8):2595-2605. doi: 10.1109/TMI.2020.2995508.","Ouyang X","IEEE Trans Med Imaging","2020","2020/07/31","","","10.1109/TMI.2020.2995508"
"32730211","Accurate Screening of COVID-19 Using Attention-Based Deep 3D Multiple Instance Learning","Han Z, Wei B, Hong Y, Li T, Cong J, Zhu X, Wei H, Zhang W.","IEEE Trans Med Imaging. 2020 Aug;39(8):2584-2594. doi: 10.1109/TMI.2020.2996256.","Han Z","IEEE Trans Med Imaging","2020","2020/07/31","","","10.1109/TMI.2020.2996256"
"32730210","Prior-Attention Residual Learning for More Discriminative COVID-19 Screening in CT Images","Wang J, Bao Y, Wen Y, Lu H, Luo H, Xiang Y, Li X, Liu C, Qian D.","IEEE Trans Med Imaging. 2020 Aug;39(8):2572-2583. doi: 10.1109/TMI.2020.2994908.","Wang J","IEEE Trans Med Imaging","2020","2020/07/31","","","10.1109/TMI.2020.2994908"
"32729263","Implementation of a Deep Learning-Based Computer-Aided Detection System for the Interpretation of Chest Radiographs in Patients Suspected for COVID-19","Hwang EJ, Kim H, Yoon SH, Goo JM, Park CM.","Korean J Radiol. 2020 Oct;21(10):1150-1160. doi: 10.3348/kjr.2020.0536. Epub 2020 Jul 17.","Hwang EJ","Korean J Radiol","2020","2020/07/31","PMC7458860","","10.3348/kjr.2020.0536"
"32722697","Deep transfer learning artificial intelligence accurately stages COVID-19 lung disease severity on portable chest radiographs","Zhu J, Shen B, Abbasi A, Hoshmand-Kochi M, Li H, Duong TQ.","PLoS One. 2020 Jul 28;15(7):e0236621. doi: 10.1371/journal.pone.0236621. eCollection 2020.","Zhu J","PLoS One","2020","2020/07/30","PMC7386587","","10.1371/journal.pone.0236621"
"32708803","Deploying Machine and Deep Learning Models for Efficient Data-Augmented Detection of COVID-19 Infections","Sedik A, Iliyasu AM, Abd El-Rahiem B, Abdel Samea ME, Abdel-Raheem A, Hammad M, Peng J, Abd El-Samie FE, Abd El-Latif AA.","Viruses. 2020 Jul 16;12(7):769. doi: 10.3390/v12070769.","Sedik A","Viruses","2020","2020/07/26","PMC7411959","","10.3390/v12070769"
"32683550","From community-acquired pneumonia to COVID-19: a deep learning-based method for quantitative analysis of COVID-19 on thick-section CT scans","Li Z, Zhong Z, Li Y, Zhang T, Gao L, Jin D, Sun Y, Ye X, Yu L, Hu Z, Xiao J, Huang L, Tang Y.","Eur Radiol. 2020 Dec;30(12):6828-6837. doi: 10.1007/s00330-020-07042-x. Epub 2020 Jul 18.","Li Z","Eur Radiol","2020","2020/07/20","PMC7368602","","10.1007/s00330-020-07042-x"
"32682084","Towards explainable deep neural networks (xDNN)","Angelov P, Soares E.","Neural Netw. 2020 Oct;130:185-194. doi: 10.1016/j.neunet.2020.07.010. Epub 2020 Jul 11.","Angelov P","Neural Netw","2020","2020/07/19","","","10.1016/j.neunet.2020.07.010"
"32669540","Early triage of critically ill COVID-19 patients using deep learning","Liang W, Yao J, Chen A, Lv Q, Zanin M, Liu J, Wong S, Li Y, Lu J, Liang H, Chen G, Guo H, Guo J, Zhou R, Ou L, Zhou N, Chen H, Yang F, Han X, Huan W, Tang W, Guan W, Chen Z, Zhao Y, Sang L, Xu Y, Wang W, Li S, Lu L, Zhang N, Zhong N, Huang J, He J.","Nat Commun. 2020 Jul 15;11(1):3543. doi: 10.1038/s41467-020-17280-8.","Liang W","Nat Commun","2020","2020/07/17","PMC7363899","","10.1038/s41467-020-17280-8"
"32666395","Automated detection and quantification of COVID-19 pneumonia: CT imaging analysis by a deep learning-based software","Zhang HT, Zhang JS, Zhang HH, Nan YD, Zhao Y, Fu EQ, Xie YH, Liu W, Li WP, Zhang HJ, Jiang H, Li CM, Li YY, Ma RN, Dang SK, Gao BB, Zhang XJ, Zhang T.","Eur J Nucl Med Mol Imaging. 2020 Oct;47(11):2525-2532. doi: 10.1007/s00259-020-04953-1. Epub 2020 Jul 14.","Zhang HT","Eur J Nucl Med Mol Imaging","2020","2020/07/16","PMC7358997","","10.1007/s00259-020-04953-1"
"32658740","CovXNet: A multi-dilation convolutional neural network for automatic COVID-19 and other pneumonia detection from chest X-ray images with transferable multi-receptive feature optimization","Mahmud T, Rahman MA, Fattah SA.","Comput Biol Med. 2020 Jul;122:103869. doi: 10.1016/j.compbiomed.2020.103869. Epub 2020 Jun 20.","Mahmud T","Comput Biol Med","2020","2020/07/14","PMC7305745","","10.1016/j.compbiomed.2020.103869"
"32654489","Repurpose Open Data to Discover Therapeutics for COVID-19 Using Deep Learning","Zeng X, Song X, Ma T, Pan X, Zhou Y, Hou Y, Zhang Z, Li K, Karypis G, Cheng F.","J Proteome Res. 2020 Nov 6;19(11):4624-4636. doi: 10.1021/acs.jproteome.0c00316. Epub 2020 Jul 24.","Zeng X","J Proteome Res","2020","2020/07/14","PMC7384389","","10.1021/acs.jproteome.0c00316"
"32624700","Efficient GAN-based Chest Radiographs (CXR) augmentation to diagnose coronavirus disease pneumonia","Albahli S.","Int J Med Sci. 2020 Jun 6;17(10):1439-1448. doi: 10.7150/ijms.46684. eCollection 2020.","Albahli S","Int J Med Sci","2020","2020/07/07","PMC7330663","","10.7150/ijms.46684"
"32617907","A COVID-19 patient with seven consecutive false-negative rRT-PCR results from sputum specimens","Song CY, Yang DG, Lu YQ.","Intern Emerg Med. 2020 Aug;15(5):871-874. doi: 10.1007/s11739-020-02423-y. Epub 2020 Jul 2.","Song CY","Intern Emerg Med","2020","2020/07/04","PMC7331912","","10.1007/s11739-020-02423-y"
"32617690","A deep learning approach to characterize 2019 coronavirus disease (COVID-19) pneumonia in chest CT images","Ni Q, Sun ZY, Qi L, Chen W, Yang Y, Wang L, Zhang X, Yang L, Fang Y, Xing Z, Zhou Z, Yu Y, Lu GM, Zhang LJ.","Eur Radiol. 2020 Dec;30(12):6517-6527. doi: 10.1007/s00330-020-07044-9. Epub 2020 Jul 2.","Ni Q","Eur Radiol","2020","2020/07/04","PMC7331494","","10.1007/s00330-020-07044-9"
"32604588","Setting up an Easy-to-Use Machine Learning Pipeline for Medical Decision Support: A Case Study for COVID-19 Diagnosis Based on Deep Learning with CT Scans","Sakagianni A, Feretzakis G, Kalles D, Koufopoulou C, Kaldis V.","Stud Health Technol Inform. 2020 Jun 26;272:13-16. doi: 10.3233/SHTI200481.","Sakagianni A","Stud Health Technol Inform","2020","2020/07/02","","","10.3233/SHTI200481"
"32599338","Explainable Deep Learning for Pulmonary Disease and Coronavirus COVID-19 Detection from X-rays","Brunese L, Mercaldo F, Reginelli A, Santone A.","Comput Methods Programs Biomed. 2020 Nov;196:105608. doi: 10.1016/j.cmpb.2020.105608. Epub 2020 Jun 20.","Brunese L","Comput Methods Programs Biomed","2020","2020/06/30","PMC7831868","","10.1016/j.cmpb.2020.105608"
"32593062","Remote monitoring of physical and mental state of 2019-nCoV victims using social internet of things, fog and soft computing techniques","Sharma M, Sharma S, Singh G.","Comput Methods Programs Biomed. 2020 Nov;196:105609. doi: 10.1016/j.cmpb.2020.105609. Epub 2020 Jun 17.","Sharma M","Comput Methods Programs Biomed","2020","2020/06/28","","","10.1016/j.cmpb.2020.105609"
"32585864","A Human Support Robot for the Cleaning and Maintenance of Door Handles Using a Deep-Learning Framework","Ramalingam B, Yin J, Rajesh Elara M, Tamilselvam YK, Mohan Rayguru M, Muthugala MAVJ, Félix Gómez B.","Sensors (Basel). 2020 Jun 23;20(12):3543. doi: 10.3390/s20123543.","Ramalingam B","Sensors (Basel)","2020","2020/06/27","PMC7349910","","10.3390/s20123543"
"32568730","COVID-19 Pneumonia Diagnosis Using a Simple 2D Deep Learning Framework With a Single Chest CT Image: Model Development and Validation","Ko H, Chung H, Kang WS, Kim KW, Shin Y, Kang SJ, Lee JH, Kim YJ, Kim NY, Jung H, Lee J.","J Med Internet Res. 2020 Jun 29;22(6):e19569. doi: 10.2196/19569.","Ko H","J Med Internet Res","2020","2020/06/23","PMC7332254","","10.2196/19569"
"32568679","COVID-19 detection using deep learning models to exploit Social Mimic Optimization and structured chest X-ray images using fuzzy color and stacking approaches","Toğaçar M, Ergen B, Cömert Z.","Comput Biol Med. 2020 Jun;121:103805. doi: 10.1016/j.compbiomed.2020.103805. Epub 2020 May 6.","Toğaçar M","Comput Biol Med","2020","2020/06/23","PMC7202857","","10.1016/j.compbiomed.2020.103805"
"32568676","Application of deep learning technique to manage COVID-19 in routine clinical practice using CT images: Results of 10 convolutional neural networks","Ardakani AA, Kanafi AR, Acharya UR, Khadem N, Mohammadi A.","Comput Biol Med. 2020 Jun;121:103795. doi: 10.1016/j.compbiomed.2020.103795. Epub 2020 Apr 30.","Ardakani AA","Comput Biol Med","2020","2020/06/23","PMC7190523","","10.1016/j.compbiomed.2020.103795"
"32568675","Automated detection of COVID-19 cases using deep neural networks with X-ray images","Ozturk T, Talo M, Yildirim EA, Baloglu UB, Yildirim O, Rajendra Acharya U.","Comput Biol Med. 2020 Jun;121:103792. doi: 10.1016/j.compbiomed.2020.103792. Epub 2020 Apr 28.","Ozturk T","Comput Biol Med","2020","2020/06/23","PMC7187882","","10.1016/j.compbiomed.2020.103792"
"32567006","End-to-end automatic differentiation of the coronavirus disease 2019 (COVID-19) from viral pneumonia based on chest CT","Song J, Wang H, Liu Y, Wu W, Dai G, Wu Z, Zhu P, Zhang W, Yeom KW, Deng K.","Eur J Nucl Med Mol Imaging. 2020 Oct;47(11):2516-2524. doi: 10.1007/s00259-020-04929-1. Epub 2020 Jun 22.","Song J","Eur J Nucl Med Mol Imaging","2020","2020/06/23","PMC7306401","","10.1007/s00259-020-04929-1"
"32562732","Optical techniques, computed tomography and deep learning role in the diagnosis of COVID-19 pandemic towards increasing the survival rate of vulnerable populations","Qureshi SA, Rehman AU.","Photodiagnosis Photodyn Ther. 2020 Sep;31:101880. doi: 10.1016/j.pdpdt.2020.101880. Epub 2020 Jun 17.","Qureshi SA","Photodiagnosis Photodyn Ther","2020","2020/06/21","PMC7834065","","10.1016/j.pdpdt.2020.101880"
"32540840","Use of Health Belief Model-Based Deep Learning Classifiers for COVID-19 Social Media Content to Examine Public Perceptions of Physical Distancing: Model Development and Case Study","Sesagiri Raamkumar A, Tan SG, Wee HL.","JMIR Public Health Surveill. 2020 Jul 14;6(3):e20493. doi: 10.2196/20493.","Sesagiri Raamkumar A","JMIR Public Health Surveill","2020","2020/06/17","PMC7363169","","10.2196/20493"
"32534344","CoroNet: A deep neural network for detection and diagnosis of COVID-19 from chest x-ray images","Khan AI, Shah JL, Bhat MM.","Comput Methods Programs Biomed. 2020 Nov;196:105581. doi: 10.1016/j.cmpb.2020.105581. Epub 2020 Jun 5.","Khan AI","Comput Methods Programs Biomed","2020","2020/06/14","PMC7274128","","10.1016/j.cmpb.2020.105581"
"32524445","Covid-19: automatic detection from X-ray images utilizing transfer learning with convolutional neural networks","Apostolopoulos ID, Mpesiana TA.","Phys Eng Sci Med. 2020 Jun;43(2):635-640. doi: 10.1007/s13246-020-00865-4. Epub 2020 Apr 3.","Apostolopoulos ID","Phys Eng Sci Med","2020","2020/06/12","PMC7118364","","10.1007/s13246-020-00865-4"
"32492093","Artificial Intelligence: Promise, Pitfalls, and Perspective","Desai AN.","JAMA. 2020 Jun 23;323(24):2448-2449. doi: 10.1001/jama.2020.8737.","Desai AN","JAMA","2020","2020/06/04","","","10.1001/jama.2020.8737"
"32488835","Deep Learning Based Drug Screening for Novel Coronavirus 2019-nCov","Zhang H, Saravanan KM, Yang Y, Hossain MT, Li J, Ren X, Pan Y, Wei Y.","Interdiscip Sci. 2020 Sep;12(3):368-376. doi: 10.1007/s12539-020-00376-6. Epub 2020 Jun 1.","Zhang H","Interdiscip Sci","2020","2020/06/04","PMC7266118","","10.1007/s12539-020-00376-6"
"32462314","Deep learning COVID-19 detection bias: accuracy through artificial intelligence","Vaid S, Kalantar R, Bhandari M.","Int Orthop. 2020 Aug;44(8):1539-1542. doi: 10.1007/s00264-020-04609-7. Epub 2020 May 27.","Vaid S","Int Orthop","2020","2020/05/29","PMC7251557","","10.1007/s00264-020-04609-7"
"32449766","An artificial intelligence approach to COVID-19 infection risk assessment in virtual visits: A case report","Obeid JS, Davis M, Turner M, Meystre SM, Heider PM, O'Bryan EC, Lenert LA.","J Am Med Inform Assoc. 2020 Aug 1;27(8):1321-1325. doi: 10.1093/jamia/ocaa105.","Obeid JS","J Am Med Inform Assoc","2020","2020/05/26","PMC7313981","","10.1093/jamia/ocaa105"
"32446037","COVID-19 identification in chest X-ray images on flat and hierarchical classification scenarios","Pereira RM, Bertolini D, Teixeira LO, Silla CN Jr, Costa YMG.","Comput Methods Programs Biomed. 2020 Oct;194:105532. doi: 10.1016/j.cmpb.2020.105532. Epub 2020 May 8.","Pereira RM","Comput Methods Programs Biomed","2020","2020/05/24","PMC7207172","","10.1016/j.cmpb.2020.105532"
"32445213","Current applications of artificial intelligence for COVID-19","Jakhar D, Kaur I.","Dermatol Ther. 2020 Jul;33(4):e13654. doi: 10.1111/dth.13654. Epub 2020 Jun 26.","Jakhar D","Dermatol Ther","2020","2020/05/24","PMC7267049","","10.1111/dth.13654"
"32444412","A fully automatic deep learning system for COVID-19 diagnostic and prognostic analysis","Wang S, Zha Y, Li W, Wu Q, Li X, Niu M, Wang M, Qiu X, Li H, Yu H, Gong W, Bai Y, Li L, Zhu Y, Wang L, Tian J.","Eur Respir J. 2020 Aug 6;56(2):2000775. doi: 10.1183/13993003.00775-2020. Print 2020 Aug.","Wang S","Eur Respir J","2020","2020/05/24","PMC7243395","","10.1183/13993003.00775-2020"
"32427650","Generalizability of Deep Learning Tuberculosis Classifier to COVID-19 Chest Radiographs: New Tricks for an Old Algorithm?","Yi PH, Kim TK, Lin CT.","J Thorac Imaging. 2020 Jul;35(4):W102-W104. doi: 10.1097/RTI.0000000000000532.","Yi PH","J Thorac Imaging","2020","2020/05/20","","","10.1097/RTI.0000000000000532"
"32408222","Deep learning-based multi-view fusion model for screening 2019 novel coronavirus pneumonia: A multicentre study","Wu X, Hui H, Niu M, Li L, Wang L, He B, Yang X, Li L, Li H, Tian J, Zha Y.","Eur J Radiol. 2020 Jul;128:109041. doi: 10.1016/j.ejrad.2020.109041. Epub 2020 May 5.","Wu X","Eur J Radiol","2020","2020/05/15","PMC7198437","","10.1016/j.ejrad.2020.109041"
"32406829","Deep Learning for Classification and Localization of COVID-19 Markers in Point-of-Care Lung Ultrasound","Roy S, Menapace W, Oei S, Luijten B, Fini E, Saltori C, Huijben I, Chennakeshava N, Mento F, Sentelli A, Peschiera E, Trevisan R, Maschietto G, Torri E, Inchingolo R, Smargiassi A, Soldati G, Rota P, Passerini A, van Sloun RJG, Ricci E, Demi L.","IEEE Trans Med Imaging. 2020 Aug;39(8):2676-2687. doi: 10.1109/TMI.2020.2994459. Epub 2020 May 14.","Roy S","IEEE Trans Med Imaging","2020","2020/05/15","","","10.1109/TMI.2020.2994459"
"32397844","Using X-ray images and deep learning for automated detection of coronavirus disease","El Asnaoui K, Chawki Y.","J Biomol Struct Dyn. 2021 Jul;39(10):3615-3626. doi: 10.1080/07391102.2020.1767212. Epub 2020 May 22.","El Asnaoui K","J Biomol Struct Dyn","2021","2020/05/14","PMC7256347","","10.1080/07391102.2020.1767212"
"32396075","Deep Learning COVID-19 Features on CXR Using Limited Training Data Sets","Oh Y, Park S, Ye JC.","IEEE Trans Med Imaging. 2020 Aug;39(8):2688-2700. doi: 10.1109/TMI.2020.2993291. Epub 2020 May 8.","Oh Y","IEEE Trans Med Imaging","2020","2020/05/13","","","10.1109/TMI.2020.2993291"
"32373237","Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients","Yu Q, Wang Y, Huang S, Liu S, Zhou Z, Zhang S, Zhao Z, Yu Y, Yang Y, Ju S.","Theranostics. 2020 Apr 27;10(12):5641-5648. doi: 10.7150/thno.46465. eCollection 2020.","Yu Q","Theranostics","2020","2020/05/07","PMC7196305","","10.7150/thno.46465"
"32344309","COVIDiagnosis-Net: Deep Bayes-SqueezeNet based diagnosis of the coronavirus disease 2019 (COVID-19) from X-ray images","Ucar F, Korkmaz D.","Med Hypotheses. 2020 Jul;140:109761. doi: 10.1016/j.mehy.2020.109761. Epub 2020 Apr 23.","Ucar F","Med Hypotheses","2020","2020/04/29","PMC7179515","","10.1016/j.mehy.2020.109761"
"32337662","Classification of COVID-19 patients from chest CT images using multi-objective differential evolution-based convolutional neural networks","Singh D, Kumar V, Vaishali, Kaur M.","Eur J Clin Microbiol Infect Dis. 2020 Jul;39(7):1379-1389. doi: 10.1007/s10096-020-03901-z. Epub 2020 Apr 27.","Singh D","Eur J Clin Microbiol Infect Dis","2020","2020/04/28","PMC7183816","","10.1007/s10096-020-03901-z"
"32243239","Coronavirus Disease 2019 Deep Learning Models: Methodologic Considerations","Dadário AMV, de Paiva JPQ, Chate RC, Machado BS, Szarf G.","Radiology. 2020 Sep;296(3):E192. doi: 10.1148/radiol.2020201178. Epub 2020 Apr 3.","Dadário AMV","Radiology","2020","2020/04/04","PMC7233400","","10.1148/radiol.2020201178"
"32234709","Predicting COVID-19 Incidence Through Analysis of Google Trends Data in Iran: Data Mining and Deep Learning Pilot Study","Ayyoubzadeh SM, Ayyoubzadeh SM, Zahedi H, Ahmadi M, R Niakan Kalhori S.","JMIR Public Health Surveill. 2020 Apr 14;6(2):e18828. doi: 10.2196/18828.","Ayyoubzadeh SM","JMIR Public Health Surveill","2020","2020/04/03","PMC7159058","","10.2196/18828"
"32205822","Deep Learning Localization of Pneumonia: 2019 Coronavirus (COVID-19) Outbreak","Hurt B, Kligerman S, Hsiao A.","J Thorac Imaging. 2020 May;35(3):W87-W89. doi: 10.1097/RTI.0000000000000512.","Hurt B","J Thorac Imaging","2020","2020/03/25","PMC7180130","NIHMS1574794","10.1097/RTI.0000000000000512"
"32191588","Using Artificial Intelligence to Detect COVID-19 and Community-acquired Pneumonia Based on Pulmonary CT: Evaluation of the Diagnostic Accuracy","Li L, Qin L, Xu Z, Yin Y, Wang X, Kong B, Bai J, Lu Y, Fang Z, Song Q, Cao K, Liu D, Wang G, Xu Q, Fang X, Zhang S, Xia J, Xia J.","Radiology. 2020 Aug;296(2):E65-E71. doi: 10.1148/radiol.2020200905. Epub 2020 Mar 19.","Li L","Radiology","2020","2020/03/20","PMC7233473","","10.1148/radiol.2020200905"
